Mod:Item:MetaData, Localized Name
pressure:canister:0, Canister - Dark Rum
pressure:canister:0, Canister - Whiskey
pressure:canister:0, Canister - Bourbon
pressure:canister:0, Canister - Rye Whiskey
pressure:canister:0, Canister - Wheat Whiskey
pressure:canister:0, Canister - Fortified Wine
pressure:canister:0, Canister - Tequila
pressure:canister:0, Canister - Brandy
pressure:canister:0, Canister - Apple Brandy
pressure:canister:0, Canister - Pear Brandy
pressure:canister:0, Canister - Apricot Brandy
pressure:canister:0, Canister - Plum Brandy
pressure:canister:0, Canister - Cherry Brandy
pressure:canister:0, Canister - Elderberry Brandy
pressure:canister:0, Canister - Citrus Brandy
pressure:canister:0, Canister - Fruit Brandy
pressure:canister:0, Canister - Cachaca
pressure:canister:0, Canister - Gin
pressure:canister:0, Canister - Apple Liquor
pressure:canister:0, Canister - Pear Liquor
pressure:canister:0, Canister - Cherry Liquor
pressure:canister:0, Canister - Elderberry Liquor
pressure:canister:0, Canister - Apricot Liquor
pressure:canister:0, Canister - Fruit Liquor
pressure:canister:0, Canister - Almond Liqueur
pressure:canister:0, Canister - Orange Liqueur
pressure:canister:0, Canister - Banana Liqueur
pressure:canister:0, Canister - Chocolate Liqueur
pressure:canister:0, Canister - Mint Liqueur
pressure:canister:0, Canister - Hazelnut Liqueur
pressure:canister:0, Canister - Cinnamon Liqueur
pressure:canister:0, Canister - Coffee Liqueur
pressure:canister:0, Canister - Melon Liqueur
pressure:canister:0, Canister - Anise Liqueur
pressure:canister:0, Canister - Peach Liqueur
pressure:canister:0, Canister - Lemon Liqueur
pressure:canister:0, Canister - Herbal Liqueur
pressure:canister:0, Canister - Cherry Liqueur
pressure:canister:0, Canister - Blackcurrant Liqueur
pressure:canister:0, Canister - Blackberry Liqueur
pressure:canister:0, Canister - Raspberry Liqueur
pressure:canister:0, Canister - Molten Electrical Steel
pressure:canister:0, Canister - Molten Energetic Alloy
pressure:canister:0, Canister - Molten Vibrant Alloy
pressure:canister:0, Canister - Molten Redstone Alloy
pressure:canister:0, Canister - Molten Conductive Iron
pressure:canister:0, Canister - Molten Pulsating Iron
pressure:canister:0, Canister - Molten Dark Steel
pressure:canister:0, Canister - Molten Soularium
pressure:canister:0, Canister - Molten End Steel
pressure:canister:0, Canister - Molten Iron Alloy
pressure:canister:0, Canister - Molten Crude Steel
pressure:canister:0, Canister - Molten Crystalline Alloy
pressure:canister:0, Canister - Molten Melodic Alloy
pressure:canister:0, Canister - Molten Stellar Alloy
pressure:canister:0, Canister - Molten Crystalline Pink Slime
pressure:canister:0, Canister - Molten Energetic Silver
pressure:canister:0, Canister - Molten Vivid Alloy
pressure:canister:0, Canister - Molten Amordrine
pressure:canister:0, Canister - Molten Haderoth
pressure:canister:0, Canister - Molten Alduorite
pressure:canister:0, Canister - Molten Vulcanite
pressure:canister:0, Canister - Molten Ignatius
pressure:canister:0, Canister - Molten Etherium
pressure:canister:0, Canister - Molten Quicksilver
pressure:canister:0, Canister - Molten Astral Silver
pressure:canister:0, Canister - Molten Hepatizon
pressure:canister:0, Canister - Molten Lemurite
pressure:canister:0, Canister - Molten Sanguinite
pressure:canister:0, Canister - Molten Eximite
pressure:canister:0, Canister - Molten Desichalkos
pressure:canister:0, Canister - Molten Celenegil
pressure:canister:0, Canister - Molten Shadow Iron
pressure:canister:0, Canister - Molten Mithril
pressure:canister:0, Canister - Molten Carmot
pressure:canister:0, Canister - Molten Ceruclase
pressure:canister:0, Canister - Molten Deep Iron
pressure:canister:0, Canister - Molten Angmallen
pressure:canister:0, Canister - Molten Kalendrite
pressure:canister:0, Canister - Molten Manganese
pressure:canister:0, Canister - Molten Damascus Steel
pressure:canister:0, Canister - Molten Prometheum
pressure:canister:0, Canister - Molten Adamantine
pressure:canister:0, Canister - Molten Tartarite
pressure:canister:0, Canister - Molten Atlarus
pressure:canister:0, Canister - Molten Vyroxeres
pressure:canister:0, Canister - Molten Black Steel
pressure:canister:0, Canister - Molten Lutetium
pressure:canister:0, Canister - Molten Osmium
pressure:canister:0, Canister - Molten Oureclase
pressure:canister:0, Canister - Molten Inolashite
pressure:canister:0, Canister - Molten Meutoite
pressure:canister:0, Canister - Molten Orichalcum
pressure:canister:0, Canister - Molten Infuscolium
pressure:canister:0, Canister - Molten Midasium
pressure:canister:0, Canister - Molten Shadow Steel
pressure:canister:0, Canister - Molten Krik
pressure:canister:0, Canister - Molten Rubracium
pressure:canister:0, Canister - Liquid Tar
pressure:canister:0, Canister - Molten Thermite
pressure:canister:0, Canister - Evil Infused Iron
pressure:canister:0, Canister - Enchanted Metal
pressure:canister:0, Canister - Molten Demon Metal
pressure:canister:0, Canister - Mutagen
pressure:canister:0, Canister - Liquid DNA
pressure:canister:0, Canister - Protein
pressure:canister:0, Canister - Syngas
pressure:canister:0, Canister - Essence
pressure:canister:0, Canister - Liquid Meat
pressure:canister:0, Canister - Latex
pressure:canister:0, Canister - Sewage
pressure:canister:0, Canister - Sludge
pressure:canister:0, Canister - Biofuel
pressure:canister:0, Canister - Pink Slime
pressure:canister:0, Canister - Protein
pressure:canister:0, Canister - Raw Ore Meat
pressure:canister:0, Canister - Fermented Ore Meat
pressure:canister:0, Canister - Oxygen
pressure:canister:0, Canister - Hydrogen
pressure:canister:0, Canister - Deuterium
pressure:canister:0, Canister - Tritium
pressure:canister:0, Canister - Helium-3
pressure:canister:0, Canister - Helium
pressure:canister:0, Canister - Molten Boron
pressure:canister:0, Canister - Molten Boron-10
pressure:canister:0, Canister - Molten Boron-11
pressure:canister:0, Canister - Molten Lithium
pressure:canister:0, Canister - Molten Lithium-6
pressure:canister:0, Canister - Molten Lithium-7
pressure:canister:0, Canister - Molten Ferroboron
pressure:canister:0, Canister - Molten Tough Alloy
pressure:canister:0, Canister - Molten Hard Carbon
pressure:canister:0, Canister - Molten Beryllium
pressure:canister:0, Canister - Molten Manganese Dioxide
pressure:canister:0, Canister - Molten Sulfur
pressure:canister:0, Canister - Molten Arsenic
pressure:canister:0, Canister - Liquid Helium
pressure:canister:0, Canister - Liquid Nitrogen
pressure:canister:0, Canister - Plasma
pressure:canister:0, Canister - Neutron Fluid
pressure:canister:0, Canister - Ethanol
pressure:canister:0, Canister - Methanol
pressure:canister:0, Canister - RadAway Fluid
pressure:canister:0, Canister - Slow-Acting RadAway Fluid
pressure:canister:0, Canister - Nitrogen
pressure:canister:0, Canister - Fluorine
pressure:canister:0, Canister - Carbon Dioxide
pressure:canister:0, Canister - Carbon Monoxide
pressure:canister:0, Canister - Ethylene
pressure:canister:0, Canister - Fluoromethane
pressure:canister:0, Canister - Ammonia
pressure:canister:0, Canister - Oxygen Difluoride
pressure:canister:0, Canister - Diborane
pressure:canister:0, Canister - Sulfur Dioxide
pressure:canister:0, Canister - Sulfur Trioxide
pressure:canister:0, Canister - Hydrofluoric Acid
pressure:canister:0, Canister - Boric Acid
pressure:canister:0, Canister - Sulfuric Acid
pressure:canister:0, Canister - Boron Nitride Solution
pressure:canister:0, Canister - Fluorite Water
pressure:canister:0, Canister - Calcium Sulfate Solution
pressure:canister:0, Canister - Sodium Fluoride Solution
pressure:canister:0, Canister - Potassium Fluoride Solution
pressure:canister:0, Canister - Sodium Hydroxide Solution
pressure:canister:0, Canister - Potassium Hydroxide Solution
pressure:canister:0, Canister - Borax Solution
pressure:canister:0, Canister - Corium
pressure:canister:0, Canister - Chocolate Liquor
pressure:canister:0, Canister - Cocoa Butter
pressure:canister:0, Canister - Molten Unsweetened Chocolate
pressure:canister:0, Canister - Molten Dark Chocolate
pressure:canister:0, Canister - Molten Milk Chocolate
pressure:canister:0, Canister - Molten Sugar
pressure:canister:0, Canister - Molten Gelatin
pressure:canister:0, Canister - Hydrated Gelatin
pressure:canister:0, Canister - Liquid Marshmallow
pressure:canister:0, Canister - Molten Lithium Fluoride
pressure:canister:0, Canister - Molten Beryllium Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Mixture
pressure:canister:0, Canister - Molten Sodium Hydroxide
pressure:canister:0, Canister - Molten Potassium Hydroxide
pressure:canister:0, Canister - High Pressure Steam
pressure:canister:0, Canister - Exhaust Steam
pressure:canister:0, Canister - Low Pressure Steam
pressure:canister:0, Canister - Low Quality Steam
pressure:canister:0, Canister - Preheated Water
pressure:canister:0, Canister - Condensate Water
pressure:canister:0, Canister - Molten Sodium
pressure:canister:0, Canister - Molten Potassium
pressure:canister:0, Canister - Eutectic NaK Alloy
pressure:canister:0, Canister - Hot Eutectic NaK Alloy
pressure:canister:0, Canister - Molten Boron Arsenide
pressure:canister:0, Canister - Silicon Carbide Vapor
pressure:canister:0, Canister - Molten Alugentum
pressure:canister:0, Canister - Molten Alumina
pressure:canister:0, Canister - Molten Thorium
pressure:canister:0, Canister - Molten Thorium Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Thorium Fluoride
pressure:canister:0, Canister - Molten Uranium
pressure:canister:0, Canister - Molten Uranium Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Uranium Fluoride
pressure:canister:0, Canister - Molten Plutonium
pressure:canister:0, Canister - Molten Plutonium Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Plutonium Fluoride
pressure:canister:0, Canister - Molten Thorium-230
pressure:canister:0, Canister - Molten Thorium-230 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Thorium-230 Fluoride
pressure:canister:0, Canister - Molten Uranium-233
pressure:canister:0, Canister - Molten Uranium-233 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Uranium-233 Fluoride
pressure:canister:0, Canister - Molten Uranium-235
pressure:canister:0, Canister - Molten Uranium-235 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Uranium-235 Fluoride
pressure:canister:0, Canister - Molten Uranium-238
pressure:canister:0, Canister - Molten Uranium-238 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Uranium-238 Fluoride
pressure:canister:0, Canister - Molten Neptunium-236
pressure:canister:0, Canister - Molten Neptunium-236 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Neptunium-236 Fluoride
pressure:canister:0, Canister - Molten Neptunium-237
pressure:canister:0, Canister - Molten Neptunium-237 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Neptunium-237 
pressure:canister:0, Canister - Molten Plutonium-238
pressure:canister:0, Canister - Molten Plutonium-238 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Plutonium-238 Fluoride
pressure:canister:0, Canister - Molten Plutonium-239
pressure:canister:0, Canister - Molten Plutonium-239 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Plutonium-239 Fluoride
pressure:canister:0, Canister - Molten Plutonium-241
pressure:canister:0, Canister - Molten Plutonium-241 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Plutonium-241 Fluoride
pressure:canister:0, Canister - Molten Plutonium-242
pressure:canister:0, Canister - Molten Plutonium-242 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Plutonium-242 Fluoride
pressure:canister:0, Canister - Molten Americium-241
pressure:canister:0, Canister - Molten Americium-241 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Americium-241 Fluoride
pressure:canister:0, Canister - Molten Americium-242
pressure:canister:0, Canister - Molten Americium-242 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Americium-242 Fluoride
pressure:canister:0, Canister - Molten Americium-243
pressure:canister:0, Canister - Molten Americium-243 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Americium-243 Fluoride
pressure:canister:0, Canister - Molten Curium-243
pressure:canister:0, Canister - Molten Curium-243 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Curium-243 Fluoride
pressure:canister:0, Canister - Molten Curium-245
pressure:canister:0, Canister - Molten Curium-245 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Curium-245 Fluoride
pressure:canister:0, Canister - Molten Curium-246
pressure:canister:0, Canister - Molten Curium-246 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Curium-246 Fluoride
pressure:canister:0, Canister - Molten Curium-247
pressure:canister:0, Canister - Molten Curium-247 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Curium-247 Fluoride
pressure:canister:0, Canister - Molten Berkelium-247
pressure:canister:0, Canister - Molten Berkelium-247 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Berkelium-247 Fluoride
pressure:canister:0, Canister - Molten Berkelium-248
pressure:canister:0, Canister - Molten Berkelium-248 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Berkelium-248 Fluoride
pressure:canister:0, Canister - Molten Californium-249
pressure:canister:0, Canister - Molten Californium-249 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Californium-249 Fluoride
pressure:canister:0, Canister - Molten Californium-250
pressure:canister:0, Canister - Molten Californium-250 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Californium-250 Fluoride
pressure:canister:0, Canister - Molten Californium-251
pressure:canister:0, Canister - Molten Californium-251 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Californium-251 Fluoride
pressure:canister:0, Canister - Molten Californium-252
pressure:canister:0, Canister - Molten Californium-252 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Californium-252 Fluoride
pressure:canister:0, Canister - Molten TBU Fuel
pressure:canister:0, Canister - Molten TBU Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of TBU Fluoride Fuel
pressure:canister:0, Canister - Molten LEU-233 Fuel
pressure:canister:0, Canister - Molten LEU-233 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of LEU-233 Fluoride Fuel
pressure:canister:0, Canister - Molten HEU-233 Fuel
pressure:canister:0, Canister - Molten HEU-233 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of HEU-233 Fluoride Fuel
pressure:canister:0, Canister - Molten LEU-235 Fuel
pressure:canister:0, Canister - Molten LEU-235 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of LEU-235 Fluoride Fuel
pressure:canister:0, Canister - Molten HEU-235 Fuel
pressure:canister:0, Canister - Molten HEU-235 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of HEU-235 Fluoride Fuel
pressure:canister:0, Canister - Molten LEN-236 Fuel
pressure:canister:0, Canister - Molten LEN-236 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of LEN-236 Fluoride Fuel
pressure:canister:0, Canister - Molten HEN-236 Fuel
pressure:canister:0, Canister - Molten HEN-236 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of HEN-236 Fluoride Fuel
pressure:canister:0, Canister - Molten LEP-239 Fuel
pressure:canister:0, Canister - Molten LEP-239 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of LEP-239 Fluoride Fuel
pressure:canister:0, Canister - Molten HEP-239 Fuel
pressure:canister:0, Canister - Molten HEP-239 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of HEP-239 Fluoride Fuel
pressure:canister:0, Canister - Molten LEP-241 Fuel
pressure:canister:0, Canister - Molten LEP-241 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of LEP-241 Fluoride Fuel
pressure:canister:0, Canister - Molten HEP-241 Fuel
pressure:canister:0, Canister - Molten HEP-241 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of HEP-241 Fluoride Fuel
pressure:canister:0, Canister - Molten LEA-242 Fuel
pressure:canister:0, Canister - Molten LEA-242 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of LEA-242 Fluoride Fuel
pressure:canister:0, Canister - Molten HEA-242 Fuel
pressure:canister:0, Canister - Molten HEA-242 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of HEA-242 Fluoride Fuel
