ID,Display Text,Title,Description,Icon,X,Y,Background,Frame,Is Hidden,Should Announce,Should Show Toast,Parent,Children,Reward Experience,Reward Loot,Reward Recipes,Reward Function
minecraft:story/mine_diamond,§a[§r§aDiamonds!§r§a]§r,Diamonds!§r,Acquire diamonds§r,minecraft:diamond,5.0,2.5,,TASK,-,+,+,minecraft:story/iron_tools,"minecraft:story/shiny_gear
minecraft:story/enchant_item",0,,,null
minecraft:story/mine_stone,§a[§r§aStone Age§r§a]§r,Stone Age§r,Mine stone with your new pickaxe§r,minecraft:wooden_pickaxe,1.0,1.25,,TASK,-,+,+,minecraft:story/root,minecraft:story/upgrade_tools,0,,,null
minecraft:story/obtain_armor,§a[§r§aSuit Up§r§a]§r,Suit Up§r,Protect yourself with a piece of iron armor§r,minecraft:iron_chestplate,4.0,0.0,,TASK,-,+,+,minecraft:story/smelt_iron,minecraft:story/deflect_arrow,0,,,null
minecraft:story/root,§a[§r§aMinecraft§r§a]§r,Minecraft§r,The heart and story of the game§r,minecraft:grass,0.0,1.25,assets/minecraft/textures/gui/advancements/backgrounds/stone.png,TASK,-,-,-,,minecraft:story/mine_stone,0,,,null
minecraft:story/shiny_gear,§a[§r§aCover Me With Diamonds§r§a]§r,Cover Me With Diamonds§r,Diamond armor saves lives§r,minecraft:diamond_chestplate,6.0,2.0,,TASK,-,+,+,minecraft:story/mine_diamond,,0,,,null
minecraft:story/smelt_iron,§a[§r§aAcquire Hardware§r§a]§r,Acquire Hardware§r,Smelt an iron ingot§r,minecraft:iron_ingot,3.0,1.25,,TASK,-,+,+,minecraft:story/upgrade_tools,"minecraft:story/obtain_armor
minecraft:story/lava_bucket
minecraft:story/iron_tools",0,,,null
minecraft:story/upgrade_tools,§a[§r§aGetting an Upgrade§r§a]§r,Getting an Upgrade§r,Construct a better pickaxe§r,minecraft:stone_pickaxe,2.0,1.25,,TASK,-,+,+,minecraft:story/mine_stone,minecraft:story/smelt_iron,0,,,null
nuclearcraft:devices/bin,§a[§r§aMr. Dilkington§r§a]§r,Mr. Dilkington§r,Craft a Universal Bin§r,nuclearcraft:bin,1.0,15.75,,TASK,-,+,+,nuclearcraft:root,,0,,,null
nuclearcraft:devices/lithium_ion_battery_basic,§a[§r§aElon's Footsteps§r§a]§r,Elon's Footsteps§r,Craft a Basic Lithium Ion Battery§r,nuclearcraft:lithium_ion_battery_basic,2.0,8.25,,GOAL,-,+,+,nuclearcraft:devices/voltaic_pile_basic,,0,,,null
nuclearcraft:devices/solar_panel_basic,§a[§r§aEco-Friendly§r§a]§r,Eco-Friendly§r,Craft a Basic Solar Panel§r,nuclearcraft:solar_panel_basic,2.0,14.25,,TASK,-,+,+,nuclearcraft:fission/decay_generator,,0,,,null
nuclearcraft:devices/voltaic_pile_basic,§a[§r§aElectric Avenue§r§a]§r,Electric Avenue§r,Craft a Basic Voltaic Pile§r,nuclearcraft:voltaic_pile_basic,1.0,8.25,,TASK,-,+,+,nuclearcraft:root,nuclearcraft:devices/lithium_ion_battery_basic,0,,,null
nuclearcraft:fission/americium,§a[§r§aIn Physics We Trust§r§a]§r,In Physics We Trust§r,Obtain some Americium§r,nuclearcraft:americium:4,4.0,6.75,,TASK,-,+,+,nuclearcraft:fission/plutonium,nuclearcraft:fission/rtg_americium,0,,,null
nuclearcraft:fission/berkelium,§a[§r§aMade in Alameda§r§a]§r,Made in Alameda§r,Obtain some Berkelium§r,nuclearcraft:berkelium:4,5.0,8.25,,TASK,-,+,+,nuclearcraft:fission/curium,,0,,,null
nuclearcraft:fission/californium,§a[§r§aCalifornia Dreamin'§r§a]§r,California Dreamin'§r,Obtain some Californium§r,nuclearcraft:californium,5.0,9.25,,TASK,-,+,+,nuclearcraft:fission/curium,nuclearcraft:fission/rtg_californium,0,,,null
nuclearcraft:fission/curium,§a[§r§aCurious Marie§r§a]§r,Curious Marie§r,Obtain some Curium§r,nuclearcraft:curium:4,4.0,8.75,,TASK,-,+,+,nuclearcraft:fission/plutonium,"nuclearcraft:fission/berkelium
nuclearcraft:fission/californium",0,,,null
nuclearcraft:fission/decay_generator,§a[§r§aAlpha Power§r§a]§r,Alpha Power§r,Craft a Decay Generator§r,nuclearcraft:decay_generator,1.0,14.75,,TASK,-,+,+,nuclearcraft:root,"nuclearcraft:devices/solar_panel_basic
nuclearcraft:fission/rtg_uranium",0,,,null
nuclearcraft:fission/fission_controller,§a[§r§aSplitting the Atom§r§a]§r,Splitting the Atom§r,Craft a Fission Controller§r,nuclearcraft:fission_controller_new_active,2.0,7.25,,GOAL,-,+,+,nuclearcraft:processors/isotope_separator,"nuclearcraft:fission/neptunium
nuclearcraft:fission/plutonium",0,,,null
nuclearcraft:fission/neptunium,§a[§r§aSweet Neptune§r§a]§r,Sweet Neptune§r,Obtain some Neptunium§r,nuclearcraft:neptunium,3.0,6.75,,TASK,-,+,+,nuclearcraft:fission/fission_controller,,0,,,null
nuclearcraft:fission/plutonium,§a[§r§aCriticality§r§a]§r,Criticality§r,Obtain some Plutonium§r,nuclearcraft:plutonium:4,3.0,7.75,,TASK,-,+,+,nuclearcraft:fission/fission_controller,"nuclearcraft:fission/americium
nuclearcraft:fission/rtg_plutonium
nuclearcraft:fission/curium",0,,,null
nuclearcraft:fission/rtg_americium,§a[§r§aRad-Spangled Power§r§a]§r,Rad-Spangled Power§r,Craft an Americium RTG§r,nuclearcraft:rtg_americium,5.0,6.75,,TASK,-,+,+,nuclearcraft:fission/americium,,0,,,null
nuclearcraft:fission/rtg_californium,§5[§r§5End of the Line§r§5]§r,End of the Line§r,Craft a Californium RTG§r,nuclearcraft:rtg_californium,6.0,9.25,,CHALLENGE,-,+,+,nuclearcraft:fission/californium,,0,,,null
nuclearcraft:fission/rtg_plutonium,§a[§r§aDemon Core§r§a]§r,Demon Core§r,Craft a Plutonium RTG§r,nuclearcraft:rtg_plutonium,4.0,7.75,,GOAL,-,+,+,nuclearcraft:fission/plutonium,,0,,,null
nuclearcraft:fission/rtg_uranium,§a[§r§aWarm Green Glow§r§a]§r,Warm Green Glow§r,Craft a Uranium RTG§r,nuclearcraft:rtg_uranium,2.0,15.25,,TASK,-,+,+,nuclearcraft:fission/decay_generator,,0,,,null
nuclearcraft:food/marshmallow,§a[§r§aThe Lansdell Manoeuvre§r§a]§r,The Lansdell Manoeuvre§r,Make a Marshmallow§r,nuclearcraft:marshmallow,1.0,16.75,,TASK,-,+,+,nuclearcraft:root,nuclearcraft:food/smore,0,,,null
nuclearcraft:food/moresmore,§a[§r§aS'more of the Same§r§a]§r,S'more of the Same§r,Make a MoreS'more DoubleS'mingot§r,nuclearcraft:moresmore,3.0,16.75,,TASK,-,+,+,nuclearcraft:food/smore,,0,,,null
nuclearcraft:food/smore,§a[§r§aGather Round the Campfire§r§a]§r,Gather Round the Campfire§r,Make a S'more S'mingot§r,nuclearcraft:smore,2.0,16.75,,TASK,-,+,+,nuclearcraft:food/marshmallow,nuclearcraft:food/moresmore,0,,,null
nuclearcraft:fusion/active_cooler,§a[§r§aTemperature Control§r§a]§r,Temperature Control§r,Craft an Active Cooler§r,nuclearcraft:active_cooler,2.0,13.25,,TASK,-,+,+,nuclearcraft:processors/electrolyser,,0,,,null
nuclearcraft:fusion/fusion_core,§a[§r§aStar in a Box§r§a]§r,Star in a Box§r,Craft a Fusion Core§r,nuclearcraft:fusion_core,2.0,11.25,,GOAL,-,+,+,nuclearcraft:processors/electrolyser,,0,,,null
nuclearcraft:multiblock/heat_exchanger_controller,§a[§r§aThermal Contact§r§a]§r,Thermal Contact§r,Craft a Heat Exchanger Controller§r,nuclearcraft:heat_exchanger_controller,3.0,9.75,,TASK,-,+,+,nuclearcraft:processors/salt_mixer,nuclearcraft:multiblock/turbine_controller,0,,,null
nuclearcraft:multiblock/salt_fission_controller,§a[§r§aNext Gen Nuclear§r§a]§r,Next Gen Nuclear§r,Craft a Molten Salt Fission Controller§r,nuclearcraft:salt_fission_controller,3.0,10.75,,TASK,-,+,+,nuclearcraft:processors/salt_mixer,,0,,,null
nuclearcraft:multiblock/turbine_controller,§a[§r§aRespecting Rankine§r§a]§r,Respecting Rankine§r,Craft a Turbine Controller§r,nuclearcraft:turbine_controller,4.0,9.75,,TASK,-,+,+,nuclearcraft:multiblock/heat_exchanger_controller,,0,,,null
nuclearcraft:portable_ender_chest,§a[§r§aMary Poppins§r§a]§r,Mary Poppins§r,Craft a Portable Ender Chest§r,nuclearcraft:portable_ender_chest,1.0,17.75,,TASK,-,+,+,nuclearcraft:root,,0,,,null
nuclearcraft:processors/alloy_furnace,§a[§r§aSmelting up a Storm§r§a]§r,Smelting up a Storm§r,Craft an Alloy Furnace§r,nuclearcraft:alloy_furnace_active,2.0,3.0,,TASK,-,+,+,nuclearcraft:processors/manufactory,"nuclearcraft:processors/infuser
nuclearcraft:processors/melter
nuclearcraft:processors/chemical_reactor
nuclearcraft:processors/supercooler
nuclearcraft:processors/extractor
nuclearcraft:processors/nuclear_furnace",0,,,null
nuclearcraft:processors/centrifuge,§a[§r§aJames Bond§r§a]§r,James Bond§r,Craft a Centrifuge§r,nuclearcraft:centrifuge_active,2.0,9.25,,TASK,-,+,+,nuclearcraft:processors/rock_crusher,,0,,,null
nuclearcraft:processors/chemical_reactor,§a[§r§aThe Full Poliakoff§r§a]§r,The Full Poliakoff§r,Craft a Chemical Reactor§r,nuclearcraft:chemical_reactor_active,3.0,2.75,,GOAL,-,+,+,nuclearcraft:processors/alloy_furnace,"nuclearcraft:processors/crystallizer
nuclearcraft:processors/dissolver",0,,,null
nuclearcraft:processors/crystallizer,§a[§r§aBreaking Bad§r§a]§r,Breaking Bad§r,Craft a Crystallizer§r,nuclearcraft:crystallizer_active,4.0,2.25,,TASK,-,+,+,nuclearcraft:processors/chemical_reactor,nuclearcraft:processors/pressurizer,0,,,null
nuclearcraft:processors/decay_hastener,§a[§r§aExtreme Radiation§r§a]§r,Extreme Radiation§r,Craft a Decay Hastener§r,nuclearcraft:decay_hastener_active,2.0,6.25,,TASK,-,+,+,nuclearcraft:processors/isotope_separator,,0,,,null
nuclearcraft:processors/dissolver,§a[§r§aChemical Brewery§r§a]§r,Chemical Brewery§r,Craft a Fluid Enricher§r,nuclearcraft:dissolver_active,4.0,3.25,,TASK,-,+,+,nuclearcraft:processors/chemical_reactor,,0,,,null
nuclearcraft:processors/electrolyser,§a[§r§aFizzing Electrodes§r§a]§r,Fizzing Electrodes§r,Craft an Electrolyzer§r,nuclearcraft:electrolyser_active,1.0,12.25,,TASK,-,+,+,nuclearcraft:root,"nuclearcraft:fusion/fusion_core
nuclearcraft:processors/irradiator
nuclearcraft:fusion/active_cooler",0,,,null
nuclearcraft:processors/energy_upgrade,§a[§r§aPolynomial Quenching§r§a]§r,Polynomial Quenching§r,Craft an Energy Upgrade§r,nuclearcraft:upgrade:1,2.0,0.0,,TASK,-,+,+,nuclearcraft:processors/manufactory,,0,,,null
nuclearcraft:processors/extractor,§a[§r§aSqueezing the Sponge§r§a]§r,Squeezing the Sponge§r,Craft a Fluid Extractor§r,nuclearcraft:extractor_active,3.0,4.75,,TASK,-,+,+,nuclearcraft:processors/alloy_furnace,,0,,,null
nuclearcraft:processors/fuel_reprocessor,§a[§r§aPicking up the Pieces§r§a]§r,Picking up the Pieces§r,Craft a Fuel Reprocessor§r,nuclearcraft:fuel_reprocessor_active,2.0,5.25,,TASK,-,+,+,nuclearcraft:processors/isotope_separator,,0,,,null
nuclearcraft:processors/infuser,§a[§r§aSoaking it Up§r§a]§r,Soaking it Up§r,Craft a Fluid Infuser§r,nuclearcraft:infuser_active,3.0,0.25,,TASK,-,+,+,nuclearcraft:processors/alloy_furnace,,0,,,null
nuclearcraft:processors/ingot_former,§a[§r§aCeramic Mold§r§a]§r,Ceramic Mold§r,Craft an Ingot Former§r,nuclearcraft:ingot_former_active,4.0,1.25,,TASK,-,+,+,nuclearcraft:processors/melter,,0,,,null
nuclearcraft:processors/irradiator,§a[§r§aNeutron Bombardment§r§a]§r,Neutron Bombardment§r,Craft a Neutron Irradiator§r,nuclearcraft:irradiator_active,2.0,12.25,,TASK,-,+,+,nuclearcraft:processors/electrolyser,,0,,,null
nuclearcraft:processors/isotope_separator,§a[§r§aNuclear Refinement§r§a]§r,Nuclear Refinement§r,Craft an Isotope Separator§r,nuclearcraft:isotope_separator_active,1.0,6.25,,TASK,-,+,+,nuclearcraft:root,"nuclearcraft:processors/fuel_reprocessor
nuclearcraft:processors/decay_hastener
nuclearcraft:fission/fission_controller",0,,,null
nuclearcraft:processors/machine_interface,§a[§r§aCubic Extension§r§a]§r,Cubic Extension§r,Craft a Machine Interface§r,nuclearcraft:machine_interface,2.0,2.0,,TASK,-,+,+,nuclearcraft:processors/manufactory,,0,,,null
nuclearcraft:processors/manufactory,§a[§r§aIndustrializing§r§a]§r,Industrializing§r,Craft a Manufactory§r,nuclearcraft:manufactory_active,1.0,1.5,,TASK,-,+,+,nuclearcraft:root,"nuclearcraft:processors/energy_upgrade
nuclearcraft:processors/speed_upgrade
nuclearcraft:processors/machine_interface
nuclearcraft:processors/alloy_furnace",0,,,null
nuclearcraft:processors/melter,§a[§r§aHot and Spicy§r§a]§r,Hot and Spicy§r,Craft a Melter§r,nuclearcraft:melter_active,3.0,1.25,,TASK,-,+,+,nuclearcraft:processors/alloy_furnace,nuclearcraft:processors/ingot_former,0,,,null
nuclearcraft:processors/nuclear_furnace,§a[§r§aKitchen Nightmare§r§a]§r,Kitchen Nightmare§r,Craft a Nuclear Furnace§r,nuclearcraft:nuclear_furnace_active,3.0,5.75,,TASK,-,+,+,nuclearcraft:processors/alloy_furnace,,0,,,null
nuclearcraft:processors/pressurizer,§a[§r§aThe Terror of Knowing§r§a]§r,The Terror of Knowing§r,Craft a Pressurizer§r,nuclearcraft:pressurizer_active,5.0,2.25,,TASK,-,+,+,nuclearcraft:processors/crystallizer,,0,,,null
nuclearcraft:processors/rock_crusher,§a[§r§aRolling Stones§r§a]§r,Rolling Stones§r,Craft a Rock Crusher§r,nuclearcraft:rock_crusher_active,1.0,9.75,,TASK,-,+,+,nuclearcraft:root,"nuclearcraft:processors/centrifuge
nuclearcraft:processors/salt_mixer",0,,,null
nuclearcraft:processors/salt_mixer,§a[§r§aBlend and Fold§r§a]§r,Blend and Fold§r,Craft a Salt Mixer§r,nuclearcraft:salt_mixer_active,2.0,10.25,,TASK,-,+,+,nuclearcraft:processors/rock_crusher,"nuclearcraft:multiblock/heat_exchanger_controller
nuclearcraft:multiblock/salt_fission_controller",0,,,null
nuclearcraft:processors/speed_upgrade,§a[§r§aOverclocking§r§a]§r,Overclocking§r,Craft a Speed Upgrade§r,nuclearcraft:upgrade,2.0,1.0,,TASK,-,+,+,nuclearcraft:processors/manufactory,,0,,,null
nuclearcraft:processors/supercooler,§a[§r§aHoth Machine§r§a]§r,Hoth Machine§r,Craft a Supercooler§r,nuclearcraft:supercooler_active,3.0,3.75,,TASK,-,+,+,nuclearcraft:processors/alloy_furnace,,0,,,null
nuclearcraft:radiation/geiger_counter,§a[§r§aPripyat Preparations§r§a]§r,Pripyat Preparations§r,Craft a Geiger Counter§r,nuclearcraft:geiger_counter,1.0,18.75,,TASK,-,+,+,nuclearcraft:root,"nuclearcraft:radiation/radiation_scrubber
nuclearcraft:radiation/radaway
nuclearcraft:radiation/rad_shielding",0,,,null
nuclearcraft:radiation/rad_shielding,§a[§r§aBrave Sir Robin§r§a]§r,Brave Sir Robin§r,Craft some Heavy Radiation Shielding§r,nuclearcraft:rad_shielding:2,2.0,19.75,,TASK,-,+,+,nuclearcraft:radiation/geiger_counter,,0,,,null
nuclearcraft:radiation/rad_x,§a[§r§aImitative Immunity§r§a]§r,Imitative Immunity§r,Make some Rad-X§r,nuclearcraft:rad_x,3.0,18.75,,TASK,-,+,+,nuclearcraft:radiation/radaway,,0,,,null
nuclearcraft:radiation/radaway,§a[§r§aRidding the Rads§r§a]§r,Ridding the Rads§r,Make some RadAway§r,nuclearcraft:radaway,2.0,18.75,,TASK,-,+,+,nuclearcraft:radiation/geiger_counter,nuclearcraft:radiation/rad_x,0,,,null
nuclearcraft:radiation/radiation_scrubber,§a[§r§aPollution Control§r§a]§r,Pollution Control§r,Craft a Radiation Scrubber§r,nuclearcraft:radiation_scrubber,2.0,17.75,,GOAL,-,+,+,nuclearcraft:radiation/geiger_counter,,0,,,null
nuclearcraft:root,§a[§r§aNuclearCraft§r§a]§r,NuclearCraft§r,"Nuclear Physics, Minecraft Style§r",nuclearcraft:fuel_rod,0.0,10.125,assets/nuclearcraft/textures/blocks/dry_earth.png,TASK,-,-,-,,"nuclearcraft:processors/manufactory
nuclearcraft:processors/isotope_separator
nuclearcraft:devices/voltaic_pile_basic
nuclearcraft:processors/rock_crusher
nuclearcraft:processors/electrolyser
nuclearcraft:fission/decay_generator
nuclearcraft:devices/bin
nuclearcraft:food/marshmallow
nuclearcraft:portable_ender_chest
nuclearcraft:radiation/geiger_counter",0,,,null
openblocks:oops,§a[§r§aZoinks!§r§a]§r,Zoinks!§r,"Sorry, it just happened...§r",minecraft:brick,1.0,3.0,,TASK,-,+,+,minecraft:adventure/root,,0,,,null
openblocks:tma2,§a[§r§aStack Overflow§r§a]§r,Stack Overflow§r,It's full of stars!§r,minecraft:nether_star,1.0,2.0,,TASK,-,+,+,minecraft:adventure/root,,0,,,null
railcraft:carts/bed_cart,§a[§r§aDreams on the wheels§r§a]§r,Dreams on the wheels§r,Sleeping while riding the bed cart§r,railcraft:cart_bed,1.0,1.0,,TASK,-,+,+,railcraft:carts/root,,0,,,null
railcraft:carts/jukebox_cart,§a[§r§aMoving Music§r§a]§r,Moving Music§r,Play a record in a jukebox cart§r,railcraft:cart_jukebox,1.0,2.0,,TASK,-,+,+,railcraft:carts/root,,0,,,null
railcraft:carts/link_carts,§a[§r§aLinking Carts§r§a]§r,Linking Carts§r,Never forget to sneak!§r,railcraft:tool_crowbar_iron,1.0,0.0,,TASK,-,+,+,railcraft:carts/root,railcraft:carts/locomotive,0,,,null
railcraft:carts/locomotive,§a[§r§aRolling Through§r§a]§r,Rolling Through§r,Power your train with locomotives§r,railcraft:locomotive_steam_solid,2.0,0.0,,TASK,-,+,+,railcraft:carts/link_carts,railcraft:carts/struck_by_locomotive,0,,,null
railcraft:carts/root,§a[§r§aCarts§r§a]§r,Carts§r,Vehicles and magic from Railcraft§r,minecraft:minecart,0.0,1.5,assets/railcraft/textures/blocks/brick_quarried_1.png,TASK,-,-,-,,"railcraft:carts/link_carts
railcraft:carts/bed_cart
railcraft:carts/jukebox_cart
railcraft:carts/surprise",0,,,null
railcraft:carts/seasons,§a[§r§aAnachronism§r§a]§r,Anachronism§r,Tweak with a seasons crowbar the season of a cart§r,railcraft:tool_crowbar_seasons,2.0,3.0,,GOAL,+,+,+,railcraft:carts/surprise,,0,,,null
railcraft:carts/struck_by_locomotive,§a[§r§aadvancements.railcraft.carts.struck.by.locomotive.name§r§a]§r,advancements.railcraft.carts.struck.by.locomotive.name§r,advancements.railcraft.carts.struck.by.locomotive.desc§r,railcraft:armor_overalls,3.0,0.0,,TASK,-,+,+,railcraft:carts/locomotive,,0,,,null
railcraft:carts/surprise,§a[§r§aOpportune Kaboom§r§a]§r,Opportune Kaboom§r,Explode a seasonal cart and collect (really?) gifts§r,railcraft:cart_gift,1.0,3.0,,TASK,-,+,+,railcraft:carts/root,railcraft:carts/seasons,0,,,null
railcraft:tracks/blast_furnace,§a[§r§aSteel Mill§r§a]§r,Steel Mill§r,Build a blast furnace§r,railcraft:blast_furnace,2.0,4.0,,GOAL,-,+,+,railcraft:tracks/coke_oven,"railcraft:tracks/rock_crusher
railcraft:tracks/powered_rolling_machine
railcraft:tracks/high_speed_track",0,,,null
railcraft:tracks/coke_oven,§a[§r§aCoke Head§r§a]§r,Coke Head§r,Read a coke oven brick's tooltip and build a complete one§r,railcraft:coke_oven,1.0,2.0,,TASK,-,+,+,railcraft:tracks/root,"railcraft:tracks/wooden_track
railcraft:tracks/manual_rolling_machine
railcraft:tracks/blast_furnace",0,,,null
railcraft:tracks/firestone,§5[§r§5Intractable Energy§r§5]§r,Intractable Energy§r,Find a firestone ore on the floor of nether lava ocean and crush it with a rock crusher§r,railcraft:firestone_raw,4.0,3.0,,CHALLENGE,-,+,+,railcraft:tracks/rock_crusher,,100,,,null
railcraft:tracks/high_speed_track,§a[§r§aFired up Carts§r§a]§r,Fired up Carts§r,Get some high speed tracks and ride your carts on them§r,railcraft:track_flex_high_speed,3.0,5.0,,TASK,-,+,+,railcraft:tracks/blast_furnace,,0,,,null
railcraft:tracks/junctions,§a[§r§aBetter Forks§r§a]§r,Better Forks§r,"Turn a regular track into turnouts, wyes, and intersections with a spike maul§r","railcraft:track_outfitted {railcraft:{rail:""railcraft_iron"",kit:""railcraft_turnout""}}",4.0,1.0,,TASK,-,+,+,railcraft:tracks/regular_track,,0,,,null
railcraft:tracks/manual_rolling_machine,§a[§r§aTireless Rolling§r§a]§r,Tireless Rolling§r,Build a manual rolling machine out of alloys§r,railcraft:equipment,2.0,1.0,,TASK,-,+,+,railcraft:tracks/coke_oven,"railcraft:tracks/track_kit
railcraft:tracks/regular_track",0,,,null
railcraft:tracks/powered_rolling_machine,§a[§r§aadvancements.railcraft.tracks.powered_rolling_machine.name§r§a]§r,advancements.railcraft.tracks.powered_rolling_machine.name§r,advancements.railcraft.tracks.powered_rolling_machine.desc§r,railcraft:equipment:1,3.0,4.0,,TASK,-,+,+,railcraft:tracks/blast_furnace,,0,,,null
railcraft:tracks/regular_track,§a[§r§aReasonably Priced§r§a]§r,Reasonably Priced§r,Manufacture tracks made of regular rails§r,minecraft:rail,3.0,1.5,,TASK,-,+,+,railcraft:tracks/manual_rolling_machine,"railcraft:tracks/junctions
railcraft:tracks/signals",0,,,null
railcraft:tracks/rock_crusher,§a[§r§aHeavy Machinery§r§a]§r,Heavy Machinery§r,Build a rock crusher§r,railcraft:rock_crusher,3.0,3.0,,TASK,-,+,+,railcraft:tracks/blast_furnace,railcraft:tracks/firestone,0,,,null
railcraft:tracks/root,§a[§r§aTracks§r§a]§r,Tracks§r,Railcraft Inc.'s dedication§r,railcraft:track_flex_reinforced,0.0,2.0,assets/railcraft/textures/blocks/brick_sandy_1.png,TASK,-,-,-,,railcraft:tracks/coke_oven,0,,,null
railcraft:tracks/signals,§a[§r§aadvancements.railcraft.tracks.signals.name§r§a]§r,advancements.railcraft.tracks.signals.name§r,advancements.railcraft.tracks.signals.desc§r,railcraft:signal,4.0,2.0,,TASK,-,+,+,railcraft:tracks/regular_track,,0,,,null
railcraft:tracks/track_kit,§a[§r§aMultifunctional Rails§r§a]§r,Multifunctional Rails§r,Make and place track kits on your flex tracks to empower them like this buffer stop one§r,"railcraft:track_kit:3 {railcraft:{kit:""railcraft_buffer""}}",3.0,0.5,,TASK,-,+,+,railcraft:tracks/manual_rolling_machine,,0,,,null
railcraft:tracks/wooden_track,§a[§r§aWood Age§r§a]§r,Wood Age§r,Get some strap iron tracks that require very few iron§r,railcraft:track_flex_strap_iron,2.0,0.0,,TASK,-,+,+,railcraft:tracks/coke_oven,,0,,,null
realfilingcabinet:main/folder_craft,"§a[§r§aFile it away, boys§r§a]§r","File it away, boys§r",Craft some empty filing folders§r,realfilingcabinet:folder,1.0,1.0,,TASK,-,+,+,realfilingcabinet:main/root,,0,,,null
realfilingcabinet:main/limit_reach,§a[§r§aLimit Break!§r§a]§r,Limit Break!§r,Reach the storage limit on the dyed folders.§r,realfilingcabinet:dyedfolder:3,1.0,0.0,,TASK,-,+,+,realfilingcabinet:main/root,,0,,,null
realfilingcabinet:main/root,§a[§r§aReal Filing Cabinet§r§a]§r,Real Filing Cabinet§r,(Exactly what it says on the tin)§r,realfilingcabinet:modelcabinet,0.0,0.5,assets/realfilingcabinet/textures/blocks/side.png,TASK,-,-,-,,"realfilingcabinet:main/limit_reach
realfilingcabinet:main/folder_craft",0,,,null
refinedstorage:autocrafting,§a[§r§aAutocrafting§r§a]§r,Autocrafting§r,Craft a Crafter§r,refinedstorage:crafter,2.0,10.0,,TASK,-,+,+,refinedstorage:binding,"refinedstorage:monitoring
refinedstorage:managing_patterns
refinedstorage:pattern_creation",0,,,null
refinedstorage:better_than_a_barrel,§a[§r§aBetter than a barrel§r§a]§r,Better than a barrel§r,"Craft a Storage Monitor to view, insert or extract items of a network§r",refinedstorage:storage_monitor,2.0,3.0,,TASK,-,+,+,refinedstorage:binding,,0,,,null
refinedstorage:binding,§a[§r§aBinding§r§a]§r,Binding§r,Craft Processor Binding to craft the various processors§r,refinedstorage:processor_binding,1.0,7.75,,TASK,-,+,+,refinedstorage:root,"refinedstorage:upgrading
refinedstorage:detecting
refinedstorage:connecting
refinedstorage:better_than_a_barrel
refinedstorage:importing
refinedstorage:drives
refinedstorage:storing_externally
refinedstorage:exporting
refinedstorage:security
refinedstorage:autocrafting
refinedstorage:wireless
refinedstorage:interface_to_the_world
refinedstorage:more_than_just_storage",0,,,null
refinedstorage:conditional_connecting,§a[§r§aConditional connecting§r§a]§r,Conditional connecting§r,Craft a Relay to control if a network signal can pass with redstone§r,refinedstorage:relay,3.0,1.5,,TASK,-,+,+,refinedstorage:connecting,,0,,,null
refinedstorage:connecting,§a[§r§aConnecting§r§a]§r,Connecting§r,"You can place all the devices next to each other to connect them up, or, use Cable§r",refinedstorage:cable,2.0,2.0,,TASK,-,+,+,refinedstorage:binding,"refinedstorage:conditional_connecting
refinedstorage:covering",0,,,null
refinedstorage:construction,§a[§r§aConstruction§r§a]§r,Construction§r,Get blocks or fluids out of the storage network with a Constructor§r,refinedstorage:constructor,3.0,8.0,,TASK,-,+,+,refinedstorage:exporting,,0,,,null
refinedstorage:covering,§a[§r§aCovering§r§a]§r,Covering§r,Craft a Cover to hide cables§r,"refinedstorage:cover {Item:{id:""minecraft:stonebrick"",Count:1b,Damage:0s}}",3.0,2.5,,TASK,-,+,+,refinedstorage:connecting,refinedstorage:hollow_covering,0,,,null
refinedstorage:crafting_on_demand,§a[§r§aCrafting on demand§r§a]§r,Crafting on demand§r,"Use a Crafting Upgrade in a Interface, Exporter or Constructor to craft items and blocks on demand§r",refinedstorage:upgrade:3,4.0,11.0,,TASK,-,+,+,refinedstorage:pattern_creation,,0,,,null
refinedstorage:destruction,§a[§r§aDestruction§r§a]§r,Destruction§r,Get blocks or fluids into the storage network with a Destructor§r,refinedstorage:destructor,3.0,4.0,,TASK,-,+,+,refinedstorage:importing,,0,,,null
refinedstorage:detecting,§a[§r§aDetecting§r§a]§r,Detecting§r,Detect items or fluids in the network with the Detector§r,refinedstorage:detector,2.0,1.0,,TASK,-,+,+,refinedstorage:binding,,0,,,null
refinedstorage:drives,§a[§r§aDrives§r§a]§r,Drives§r,Craft a Disk Drive to be able to store your disks§r,refinedstorage:disk_drive,2.0,6.0,,TASK,-,+,+,refinedstorage:binding,"refinedstorage:storing_fluids
refinedstorage:storing_items
refinedstorage:manipulating_disks",0,,,null
refinedstorage:exporting,§a[§r§aExporting§r§a]§r,Exporting§r,Get items or fluids out of the storage network with an Exporter§r,refinedstorage:exporter,2.0,8.0,,TASK,-,+,+,refinedstorage:binding,refinedstorage:construction,0,,,null
refinedstorage:hollow_covering,§a[§r§aHollow covering§r§a]§r,Hollow covering§r,"Craft a Hollow Cover to hide cables, but still let cable through§r","refinedstorage:hollow_cover {Item:{id:""minecraft:stonebrick"",Count:1b,Damage:0s}}",4.0,2.5,,TASK,-,+,+,refinedstorage:covering,,0,,,null
refinedstorage:importing,§a[§r§aImporting§r§a]§r,Importing§r,Get items or fluids into the storage network with an Importer§r,refinedstorage:importer,2.0,4.0,,TASK,-,+,+,refinedstorage:binding,refinedstorage:destruction,0,,,null
