ID,Group,Input Pattern,Input Ingredients,Output Item,Width,Height
conarm:armorforge_blockthorium,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockThorium
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""nuclearcraft:ingot_block"",Count:1b,Damage:3s}}",3,3
conarm:armorforge_blockuranium,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockUranium
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""nuclearcraft:ingot_block"",Count:1b,Damage:4s}}",3,3
conarm:armorforge_blockboron,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockBoron
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""nuclearcraft:ingot_block"",Count:1b,Damage:5s}}",3,3
conarm:armorforge_blockmagnesium,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockMagnesium
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""nuclearcraft:ingot_block"",Count:1b,Damage:7s}}",3,3
conarm:armorforge_blockberyllium,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockBeryllium
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""nuclearcraft:ingot_block"",Count:1b,Damage:9s}}",3,3
conarm:armorforge_blockalumite,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockAlumite
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""plustic:alumiteblock"",Count:1b,Damage:0s}}",3,3
conarm:armorforge_blockosgloglas,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockOsgloglas
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""plustic:osgloglasblock"",Count:1b,Damage:0s}}",3,3
conarm:armorforge_blockosmiridium,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockOsmiridium
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""plustic:osmiridiumblock"",Count:1b,Damage:0s}}",3,3
conarm:armorforge_blockardite,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockArdite
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""tconstruct:metal"",Count:1b,Damage:1s}}",3,3
conarm:armorforge_blockmanyullyn,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockManyullyn
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""tconstruct:metal"",Count:1b,Damage:2s}}",3,3
conarm:armorforge_blockknightslime,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockKnightslime
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""tconstruct:metal"",Count:1b,Damage:3s}}",3,3
conarm:armorforge_blockpigiron,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockPigiron
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""tconstruct:metal"",Count:1b,Damage:4s}}",3,3
conarm:armorforge_blockalubrass,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockAlubrass
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""tconstruct:metal"",Count:1b,Damage:5s}}",3,3
conarm:armorforge_blockbrass,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockBrass
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""techreborn:storage"",Count:1b,Damage:5s}}",3,3
conarm:armorforge_blockzinc,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockZinc
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""techreborn:storage"",Count:1b,Damage:8s}}",3,3
conarm:armorforge_blockcopper,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockCopper
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage"",Count:1b,Damage:0s}}",3,3
conarm:armorforge_blocktin,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockTin
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage"",Count:1b,Damage:1s}}",3,3
conarm:armorforge_blocksilver,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockSilver
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage"",Count:1b,Damage:2s}}",3,3
conarm:armorforge_blocklead,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockLead
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage"",Count:1b,Damage:3s}}",3,3
conarm:armorforge_blockaluminum,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockAluminum
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage"",Count:1b,Damage:4s}}",3,3
conarm:armorforge_blocknickel,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockNickel
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage"",Count:1b,Damage:5s}}",3,3
conarm:armorforge_blockplatinum,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockPlatinum
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage"",Count:1b,Damage:6s}}",3,3
conarm:armorforge_blockiridium,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockIridium
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage"",Count:1b,Damage:7s}}",3,3
conarm:armorforge_blocksteel,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockSteel
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage_alloy"",Count:1b,Damage:0s}}",3,3
conarm:armorforge_blockelectrum,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockElectrum
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage_alloy"",Count:1b,Damage:1s}}",3,3
conarm:armorforge_blockinvar,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockInvar
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage_alloy"",Count:1b,Damage:2s}}",3,3
conarm:armorforge_blockbronze,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockBronze
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage_alloy"",Count:1b,Damage:3s}}",3,3
conarm:armorforge_blockconstantan,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockConstantan
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage_alloy"",Count:1b,Damage:4s}}",3,3
conarm:armorforge_blocksignalum,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockSignalum
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage_alloy"",Count:1b,Damage:5s}}",3,3
conarm:armorforge_blocklumium,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockLumium
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage_alloy"",Count:1b,Damage:6s}}",3,3
conarm:armorforge_blockenderium,conarm:armorforge,"AAA
BCB
B-B","A: tconstruct:seared:*
B: ore:blockEnderium
C: conarm:armorstation:*","conarm:armorforge {textureBlock:{id:""thermalfoundation:storage_alloy"",Count:1b,Damage:7s}}",3,3
conarm:armor_station,,"-A-
ABA
-A-","A: tconstruct:pattern
B: ore:workbench",conarm:armorstation,3,3
conarm:frosty_soles,,"A-A
B-B","A: minecraft:packed_ice
B: ore:lilypad",conarm:frosty_soles,3,2
conarm:gauntlet_mat,,"--A
ABA
-AA","A: ore:ingotIron
B: ore:leather",conarm:gauntlet_mat,3,3
conarm:gauntlet_mat_attack,,"AAA
ABA
AAA","A: ore:blockQuartz
B: conarm:gauntlet_mat",conarm:gauntlet_mat_attack,3,3
conarm:gauntlet_mat_reach,,"ABA
BCB
ABA","A: ore:blockLapis
B: minecraft:ender_eye
C: conarm:gauntlet_mat",conarm:gauntlet_mat_reach,3,3
conarm:gauntlet_mat_speed,,"AAA
ABA
AAA","A: ore:blockRedstone
B: conarm:gauntlet_mat",conarm:gauntlet_mat_speed,3,3
conarm:resist_mat,,"ABA
BCB
ABA","A: ore:obsidian
B: ore:blockIron
C: ore:cast",conarm:resist_mat,3,3
conarm:resist_mat_blast,,"ABA
BCB
ABA","A: ore:obsidian
B: minecraft:brick_block
C: ore:cast",conarm:resist_mat_blast,3,3
conarm:resist_mat_fire,,"ABA
BCB
ABA","A: ore:obsidian
B: minecraft:blaze_powder
C: ore:cast",conarm:resist_mat_fire,3,3
conarm:resist_mat_proj,,"ABA
BCB
ABA","A: ore:obsidian
B: minecraft:arrow
C: ore:cast",conarm:resist_mat_proj,3,3
conarm:travel_belt,,ABA,"A: ore:chestWood
B: conarm:travel_belt_base",conarm:travel_belt,3,1
conarm:travel_belt_base,,"-A-
BBB
-A-","A: ore:string
B: ore:leather",conarm:travel_belt_base,3,3
conarm:travel_cloak,,"ABA
ABA
A-A","A: ore:leather
B: minecraft:wool",conarm:travel_cloak,3,3
conarm:travel_goggles,,ABA,"A: ore:blockGlass
B: conarm:travel_goggles_base",conarm:travel_goggles,3,1
conarm:travel_goggles_base,,"ABA
CAC
---","A: ore:leather
B: ore:string
C: ore:blockGlass",conarm:travel_goggles_base,3,3
conarm:travel_sack,,"ABA
CDC
BBB","A: ore:string
B: ore:leather
C: minecraft:rabbit_hide
D: ore:chestWood",conarm:travel_sack,3,3
conarm:travel_slowfall,,"ABA
ACA
ADA","A: ore:feather
B: ore:blockSlimeCongealed
C: conarm:travel_cloak
D: minecraft:ender_pearl",conarm:travel_slowfall,3,3
conarm:travel_soul,,"-A-
BCB
-A-","A: minecraft:ghast_tear
B: ore:dustGlowstone
C: conarm:travel_goggles_base",conarm:travel_soul,3,3
culinaryconstruct:sandwich_station,,"A
B","A: ore:slabWood
B: ore:workbench",culinaryconstruct:sandwich_station,1,2
enderio:energy_monitor_2,,"AAA
ABA
CDE","A: minecraft:wool:15
B: enderio:block_power_monitor
C: ore:dyeRed
D: ore:dyeYellow
E: ore:dyeGreen",enderio:block_advanced_power_monitor,3,3
enderio:auto_electrical_steel_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotElectricalSteel,enderio:block_alloy,3,3
enderio:auto_energetic_alloy_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotEnergeticAlloy,enderio:block_alloy:1,3,3
enderio:auto_vibrant_alloy_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotVibrantAlloy,enderio:block_alloy:2,3,3
enderio:auto_redstone_alloy_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotRedstoneAlloy,enderio:block_alloy:3,3,3
enderio:auto_conductive_iron_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotConductiveIron,enderio:block_alloy:4,3,3
enderio:auto_pulsating_iron_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotPulsatingIron,enderio:block_alloy:5,3,3
enderio:auto_dark_steel_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotDarkSteel,enderio:block_alloy:6,3,3
enderio:auto_soularium_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotSoularium,enderio:block_alloy:7,3,3
enderio:auto_end_steel_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotEndSteel,enderio:block_alloy:8,3,3
enderio:auto_construction_alloy_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotConstructionAlloy,enderio:block_alloy:9,3,3
enderio:auto_crude_steel_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotCrudeSteel,enderio:block_alloy_endergy,3,3
enderio:auto_crystalline_alloy_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotCrystallineAlloy,enderio:block_alloy_endergy:1,3,3
enderio:auto_melodic_alloy_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotMelodicAlloy,enderio:block_alloy_endergy:2,3,3
enderio:auto_stellar_alloy_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotStellarAlloy,enderio:block_alloy_endergy:3,3,3
enderio:auto_crystalline_pink_slime_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotCrystallinePinkSlime,enderio:block_alloy_endergy:4,3,3
enderio:auto_energetic_silver_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotEnergeticSilver,enderio:block_alloy_endergy:5,3,3
enderio:auto_vivid_alloy_1_block_to_9_ingots,,"AAA
AAA
AAA",A: ore:ingotVividAlloy,enderio:block_alloy_endergy:6,3,3
enderio:alloy_smelter,,"ABA
BCB
DED","A: ore:ingotDarkSteel
B: minecraft:furnace
C: ore:itemMachineChassi
D: ore:gearDark
E: minecraft:cauldron",enderio:block_alloy_smelter,3,3
enderio:alloy_smelter_upgrade,,"A-A
BCD
E-E","A: ore:ingotDarkSteel
B: enderio:block_simple_alloy_smelter
C: ore:itemMachineChassi
D: enderio:block_simple_furnace
E: ore:gearDark",enderio:block_alloy_smelter,3,3
enderio:attractor_obelisk,,"-A-
BCB
DED","A: ore:itemAttractorCrystal
B: ore:ingotEnergeticAlloy
C: ore:gearWood
D: ore:ingotSoularium
E: ore:itemSoulMachineChassi",enderio:block_attractor_obelisk,3,3
enderio:aversion_obelisk,,"-A-
BCB
DED","A: enderio:block_enderman_skull:2
B: ore:ingotEnergeticAlloy
C: ore:gearEnergized
D: ore:ingotSoularium
E: ore:itemSoulMachineChassi",enderio:block_aversion_obelisk,3,3
enderio:item_buffer,,"ABA
BCB
ABA","A: enderio:item_alloy_ingot:9 | minecraft:iron_ingot
B: ore:ingotElectricalSteel
C: ore:chestWood",enderio:block_buffer,3,3
enderio:power_buffer,,"ABA
BCB
ABA","A: enderio:item_alloy_ingot:9 | minecraft:iron_ingot
B: ore:ingotElectricalSteel
C: ore:itemMachineChassi",enderio:block_buffer:1,3,3
enderio:capacitor_bank_simple,,"ABA
BCB
ABA","A: enderio:item_alloy_ingot:9 | minecraft:iron_ingot
B: enderio:item_basic_capacitor | enderio:item_capacitor_silver
C: ore:blockRedstone",enderio:block_cap_bank:1,3,3
enderio:capbank_basic2normal,,"AAA
BCB
AAA","A: ore:ingotEnergeticAlloy
B: enderio:block_cap_bank:1
C: enderio:item_basic_capacitor:1",enderio:block_cap_bank:2,3,3
enderio:capacitor_bank_activated,,"ABA
BCB
ABA","A: ore:ingotElectricalSteel
B: enderio:item_basic_capacitor:1 | enderio:item_capacitor_energetic_silver
C: ore:blockRedstone",enderio:block_cap_bank:2,3,3
enderio:capbank_normal2vibrant,,"ABA
CDC
ABA","A: ore:ingotVibrantAlloy
B: enderio:item_basic_capacitor:2
C: enderio:block_cap_bank:2
D: ore:itemVibrantCrystal",enderio:block_cap_bank:3,3,3
enderio:capacitor_bank_vibrant,,"ABA
BCB
ABA","A: ore:ingotElectricalSteel
B: enderio:item_basic_capacitor:2 | enderio:item_capacitor_vivid
C: ore:itemVibrantCrystal",enderio:block_cap_bank:3,3,3
enderio:combustion_generator,,"ABA
CDC
EFE","A: ore:ingotDarkSteel
B: ore:ingotElectricalSteel
C: enderio:block_tank
D: ore:itemMachineChassi
E: ore:gearDark
F: minecraft:piston",enderio:block_combustion_generator,3,3
enderio:concussion_charge,,"AAA
BCB
DDD","A: ore:itemEnderFragment
B: ore:sand
C: minecraft:gunpowder
D: ore:itemConfusingDust",enderio:block_concussion_charge,3,3
enderio:confusion_charge,,"ABA
BCB
ABA","A: ore:itemConfusingDust
B: ore:sand
C: minecraft:gunpowder",enderio:block_confusion_charge,3,3
enderio:crafter,,"AAA
BCB
DED","A: ore:itemSilicon
B: enderio:item_alloy_ingot:9 | minecraft:iron_ingot
C: ore:itemMachineChassi
D: ore:gearIronInfinity
E: ore:workbench",enderio:block_crafter,3,3
enderio:crafter_upgrade,,"-A-
BCB","A: enderio:block_simple_crafter
B: ore:gearIronInfinity
C: ore:itemMachineChassi",enderio:block_crafter,3,2
enderio:auto_coloring_dark_fused_glass_with_white,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeWhite",enderio:block_dark_fused_glass x8,3,3
enderio:auto_coloring_dark_fused_glass_with_orange,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeOrange",enderio:block_dark_fused_glass:1 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_orange,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyeOrange",enderio:block_dark_fused_glass:1 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_purple,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyePurple",enderio:block_dark_fused_glass:10 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_purple,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyePurple",enderio:block_dark_fused_glass:10 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_blue,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeBlue",enderio:block_dark_fused_glass:11 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_blue,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyeBlue",enderio:block_dark_fused_glass:11 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_brown,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeBrown",enderio:block_dark_fused_glass:12 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_brown,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyeBrown",enderio:block_dark_fused_glass:12 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_green,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeGreen",enderio:block_dark_fused_glass:13 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_green,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyeGreen",enderio:block_dark_fused_glass:13 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_red,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeRed",enderio:block_dark_fused_glass:14 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_red,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyeRed",enderio:block_dark_fused_glass:14 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_black,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeBlack",enderio:block_dark_fused_glass:15 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_black,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyeBlack",enderio:block_dark_fused_glass:15 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_magenta,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeMagenta",enderio:block_dark_fused_glass:2 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_magenta,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyeMagenta",enderio:block_dark_fused_glass:2 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_light_blue,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeLightBlue",enderio:block_dark_fused_glass:3 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_light_blue,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyeLightBlue",enderio:block_dark_fused_glass:3 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_yellow,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeYellow",enderio:block_dark_fused_glass:4 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_yellow,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyeYellow",enderio:block_dark_fused_glass:4 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_lime,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeLime",enderio:block_dark_fused_glass:5 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_lime,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyeLime",enderio:block_dark_fused_glass:5 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_pink,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyePink",enderio:block_dark_fused_glass:6 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_pink,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyePink",enderio:block_dark_fused_glass:6 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_gray,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeGray",enderio:block_dark_fused_glass:7 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_gray,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyeGray",enderio:block_dark_fused_glass:7 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_silver,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeLightGray",enderio:block_dark_fused_glass:8 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_silver,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyeLightGray",enderio:block_dark_fused_glass:8 x8,3,3
enderio:auto_coloring_dark_fused_glass_with_cyan,,"AAA
BAA
AAA","A: ore:darkFusedGlass
B: ore:dyeCyan",enderio:block_dark_fused_glass:9 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_cyan,,"AAA
BAA
AAA","A: enderio:block_dark_fused_glass
B: ore:dyeCyan",enderio:block_dark_fused_glass:9 x8,3,3
enderio:auto_coloring_dark_fused_quartz_with_white,,"AAA
BAA
AAA","A: ore:darkFusedQuartz
B: ore:dyeWhite",enderio:block_dark_fused_quartz x8,3,3
enderio:auto_coloring_dark_fused_quartz_with_orange,,"AAA
BAA
AAA","A: ore:darkFusedQuartz
B: ore:dyeOrange",enderio:block_dark_fused_quartz:1 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_quartz_with_orange,,"AAA
BAA
AAA","A: enderio:block_dark_fused_quartz
B: ore:dyeOrange",enderio:block_dark_fused_quartz:1 x8,3,3
enderio:auto_coloring_dark_fused_quartz_with_purple,,"AAA
BAA
AAA","A: ore:darkFusedQuartz
B: ore:dyePurple",enderio:block_dark_fused_quartz:10 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_quartz_with_purple,,"AAA
BAA
AAA","A: enderio:block_dark_fused_quartz
B: ore:dyePurple",enderio:block_dark_fused_quartz:10 x8,3,3
enderio:auto_coloring_dark_fused_quartz_with_blue,,"AAA
BAA
AAA","A: ore:darkFusedQuartz
B: ore:dyeBlue",enderio:block_dark_fused_quartz:11 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_quartz_with_blue,,"AAA
BAA
AAA","A: enderio:block_dark_fused_quartz
B: ore:dyeBlue",enderio:block_dark_fused_quartz:11 x8,3,3
enderio:auto_coloring_dark_fused_quartz_with_brown,,"AAA
BAA
AAA","A: ore:darkFusedQuartz
B: ore:dyeBrown",enderio:block_dark_fused_quartz:12 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_quartz_with_brown,,"AAA
BAA
AAA","A: enderio:block_dark_fused_quartz
B: ore:dyeBrown",enderio:block_dark_fused_quartz:12 x8,3,3
enderio:auto_coloring_dark_fused_quartz_with_green,,"AAA
BAA
AAA","A: ore:darkFusedQuartz
B: ore:dyeGreen",enderio:block_dark_fused_quartz:13 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_quartz_with_green,,"AAA
BAA
AAA","A: enderio:block_dark_fused_quartz
B: ore:dyeGreen",enderio:block_dark_fused_quartz:13 x8,3,3
enderio:auto_coloring_dark_fused_quartz_with_red,,"AAA
BAA
AAA","A: ore:darkFusedQuartz
B: ore:dyeRed",enderio:block_dark_fused_quartz:14 x8,3,3
enderio:auto_easy_lookup_for_coloring_dark_fused_quartz_with_red,,"AAA
BAA
AAA","A: enderio:block_dark_fused_quartz
B: ore:dyeRed",enderio:block_dark_fused_quartz:14 x8,3,3
